ID,Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
1742,25872,13008631,2,1,627,6,1,2012,18210,2,Lost,"MCKEON, PATRICIA",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,"Finance, Insurance & Real Estate"
1743,25872,13008631,2,1,627,4,1,2012,14050,2,Lost,"MCKEON, PATRICIA",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Defense
1744,25872,13008631,2,1,627,2,1,2012,9300,2,Lost,"MCKEON, PATRICIA",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Construction
1745,25872,13008631,2,1,627,5,1,2012,1100,2,Lost,"MCKEON, PATRICIA",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Energy & Natural Resources
1746,25872,13008631,2,1,627,8,1,2012,250,2,Lost,"MCKEON, PATRICIA",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Health
1747,25873,11023295,2,1,627,6,1,2012,2093,2,Lost,"STRICKLAND, PAUL B",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,"Finance, Insurance & Real Estate"
1748,25873,11023295,2,1,627,8,1,2012,100,2,Lost,"STRICKLAND, PAUL B",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 038,Open,Health
1749,25878,13008649,1,1,630,8,1,2012,6293,2,Lost,"CACCIOTTI, MICHAEL A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,Health
1750,25878,13008649,1,1,630,6,1,2012,5750,2,Lost,"CACCIOTTI, MICHAEL A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,"Finance, Insurance & Real Estate"
1751,25878,13008649,1,1,630,5,1,2012,4150,2,Lost,"CACCIOTTI, MICHAEL A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,Energy & Natural Resources
1752,25878,13008649,1,1,630,2,1,2012,300,2,Lost,"CACCIOTTI, MICHAEL A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,Construction
1753,25879,13008650,1,1,630,6,1,2012,10550,2,Lost,"RUSNAK, VICTORIA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,"Finance, Insurance & Real Estate"
1754,25879,13008650,1,1,630,8,1,2012,6850,2,Lost,"RUSNAK, VICTORIA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,Health
1755,25879,13008650,1,1,630,2,1,2012,5900,2,Lost,"RUSNAK, VICTORIA",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 041,Open,Construction
1756,25881,11022788,1,1,633,8,3,2012,2226,2,Lost,"MULLENS, THOMAS",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 044,Challenger,Health
1757,25882,6485654,1,1,635,6,1,2012,22500,2,Lost,"HEALEY, LAURETTE A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,"Finance, Insurance & Real Estate"
1758,25882,6485654,1,1,635,8,1,2012,500,2,Lost,"HEALEY, LAURETTE A",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Health
1759,25883,11022789,1,1,635,6,1,2012,50740,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,"Finance, Insurance & Real Estate"
1760,25883,11022789,1,1,635,8,1,2012,7143,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Health
1761,25883,11022789,1,1,635,5,1,2012,1800,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Energy & Natural Resources
1762,25883,11022789,1,1,635,2,1,2012,1780,2,Lost,"JOHNSON, BRIAN C",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Construction
1763,25884,13008679,1,1,635,8,1,2012,15955,2,Lost,"LACHMAN, ANDREW B",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Health
1764,25884,13008679,1,1,635,6,1,2012,14700,2,Lost,"LACHMAN, ANDREW B",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,"Finance, Insurance & Real Estate"
1765,25884,13008679,1,1,635,2,1,2012,2100,2,Lost,"LACHMAN, ANDREW B",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Construction
1766,25884,13008679,1,1,635,5,1,2012,500,2,Lost,"LACHMAN, ANDREW B",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,Energy & Natural Resources
1767,25888,11022795,1,1,638,6,1,2012,700,2,Lost,"ING, MITCHELL",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 049,Open,"Finance, Insurance & Real Estate"
1768,25888,11022795,1,1,638,8,1,2012,500,2,Lost,"ING, MITCHELL",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 049,Open,Health
1769,25888,11022795,1,1,638,5,1,2012,300,2,Lost,"ING, MITCHELL",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 049,Open,Energy & Natural Resources
1770,25889,13008703,1,1,639,6,3,2012,40943,2,Lost,"OSBORN, TORIE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 050,Challenger,"Finance, Insurance & Real Estate"
1771,25889,13008703,1,1,639,8,3,2012,19081,2,Lost,"OSBORN, TORIE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 050,Challenger,Health
1772,25889,13008703,1,1,639,2,3,2012,3450,2,Lost,"OSBORN, TORIE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 050,Challenger,Construction
1773,25889,13008703,1,1,639,5,3,2012,1650,2,Lost,"OSBORN, TORIE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 050,Challenger,Energy & Natural Resources
1774,25890,11023308,2,1,639,8,3,2012,8050,2,Lost,"TORGAN, BRADLY S",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 050,Challenger,Health
1775,25890,11023308,2,1,639,6,3,2012,180,2,Lost,"TORGAN, BRADLY S",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 050,Challenger,"Finance, Insurance & Real Estate"
1776,25891,6489766,1,1,640,8,1,2012,13100,2,Lost,"CHAVEZ, ARTURO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,Health
1777,25891,6489766,1,1,640,6,1,2012,7250,2,Lost,"CHAVEZ, ARTURO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,"Finance, Insurance & Real Estate"
1778,25891,6489766,1,1,640,2,1,2012,5700,2,Lost,"CHAVEZ, ARTURO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,Construction
1779,25891,6489766,1,1,640,5,1,2012,1300,2,Lost,"CHAVEZ, ARTURO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,Energy & Natural Resources
1780,25891,6489766,1,1,640,4,1,2012,200,2,Lost,"CHAVEZ, ARTURO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,Defense
1781,25899,13008736,1,1,646,6,1,2012,11400,2,Lost,"BERMUDEZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 057,Open,"Finance, Insurance & Real Estate"
1782,25899,13008736,1,1,646,5,1,2012,7900,2,Lost,"BERMUDEZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 057,Open,Energy & Natural Resources
1783,25899,13008736,1,1,646,8,1,2012,6000,2,Lost,"BERMUDEZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 057,Open,Health
1784,25901,792818,1,1,647,6,1,2012,128850,2,Lost,"CALDERON, THOMAS M (TOM)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,"Finance, Insurance & Real Estate"
1785,25901,792818,1,1,647,8,1,2012,63057,2,Lost,"CALDERON, THOMAS M (TOM)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Health
1786,25901,792818,1,1,647,5,1,2012,44407,2,Lost,"CALDERON, THOMAS M (TOM)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Energy & Natural Resources
1787,25901,792818,1,1,647,2,1,2012,13800,2,Lost,"CALDERON, THOMAS M (TOM)",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Construction
1788,25903,6503420,1,1,647,5,1,2012,7800,2,Lost,"MARQUEZ, LUIS",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Energy & Natural Resources
1789,25903,6503420,1,1,647,8,1,2012,3900,2,Lost,"MARQUEZ, LUIS",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Health
1790,25903,6503420,1,1,647,6,1,2012,3149,2,Lost,"MARQUEZ, LUIS",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,"Finance, Insurance & Real Estate"
1791,25903,6503420,1,1,647,2,1,2012,250,2,Lost,"MARQUEZ, LUIS",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Construction
1792,25904,13008761,1,1,648,6,1,2012,1250,2,Lost,"AKILI, GREG",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 059,Open,"Finance, Insurance & Real Estate"
1793,25904,13008761,1,1,648,8,1,2012,250,2,Lost,"AKILI, GREG",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 059,Open,Health
1794,25907,13008770,2,1,649,2,1,2012,2550,2,Lost,"KRAFT, GREG",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Construction
1795,25907,13008770,2,1,649,8,1,2012,300,2,Lost,"KRAFT, GREG",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Health
1796,25908,11023316,2,1,649,6,1,2012,8100,2,Lost,"SKIPWORTH, STAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,"Finance, Insurance & Real Estate"
1797,25908,11023316,2,1,649,2,1,2012,1250,2,Lost,"SKIPWORTH, STAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Construction
1798,25908,11023316,2,1,649,8,1,2012,500,2,Lost,"SKIPWORTH, STAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 060,Open,Health
1799,25910,13008709,1,1,652,5,1,2012,4300,2,Lost,"MARTINEZ, DIANE JANET",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 063,Open,Energy & Natural Resources
1800,25910,13008709,1,1,652,8,1,2012,1500,2,Lost,"MARTINEZ, DIANE JANET",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 063,Open,Health
1801,25912,6686266,2,1,655,6,1,2012,31400,2,Lost,"MINTZ, NATHAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 066,Open,"Finance, Insurance & Real Estate"
1802,25912,6686266,2,1,655,8,1,2012,800,2,Lost,"MINTZ, NATHAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 066,Open,Health
1803,25912,6686266,2,1,655,4,1,2012,200,2,Lost,"MINTZ, NATHAN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 066,Open,Defense
1804,25914,6686449,2,1,656,8,1,2012,100,2,Lost,"DICKSON, KENNETH C",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Open,Health
1805,25915,11023322,2,1,656,5,1,2012,7750,2,Lost,"MAGEE, BOB",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Open,Energy & Natural Resources
1806,25915,11023322,2,1,656,6,1,2012,4450,2,Lost,"MAGEE, BOB",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Open,"Finance, Insurance & Real Estate"
1807,25915,11023322,2,1,656,2,1,2012,4375,2,Lost,"MAGEE, BOB",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Open,Construction
1808,25915,11023322,2,1,656,8,1,2012,2200,2,Lost,"MAGEE, BOB",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 067,Open,Health
1809,25917,13008827,1,1,658,6,1,2012,14147,2,Lost,"MARTINEZ, MICHELE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,"Finance, Insurance & Real Estate"
1810,25917,13008827,1,1,658,2,1,2012,7649,2,Lost,"MARTINEZ, MICHELE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Construction
1811,25917,13008827,1,1,658,5,1,2012,5349,2,Lost,"MARTINEZ, MICHELE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Energy & Natural Resources
1812,25917,13008827,1,1,658,8,1,2012,1249,2,Lost,"MARTINEZ, MICHELE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Health
1813,25918,11022819,1,1,658,6,1,2012,1649,2,Lost,"PEREZ, JULIO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,"Finance, Insurance & Real Estate"
1814,25918,11022819,1,1,658,2,1,2012,1643,2,Lost,"PEREZ, JULIO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Construction
1815,25918,11022819,1,1,658,8,1,2012,855,2,Lost,"PEREZ, JULIO",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 069,Open,Health
1816,25919,11023327,2,1,660,6,3,2012,100,2,Lost,"MCLAUGHLIN, JOHN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 071,Challenger,"Finance, Insurance & Real Estate"
1817,25921,6503497,1,1,661,6,1,2012,1600,2,Lost,"DOVINH, JOE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 072,Open,"Finance, Insurance & Real Estate"
1818,25921,6503497,1,1,661,8,1,2012,200,2,Lost,"DOVINH, JOE",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 072,Open,Health
1819,25922,1593233,2,1,661,8,1,2012,1000,2,Lost,"PHAM, LONG",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 072,Open,Health
1820,25923,13008854,2,1,663,6,3,2012,22850,2,Lost,"DAIGLE, LESLIE",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 074,Challenger,"Finance, Insurance & Real Estate"
1821,25923,13008854,2,1,663,5,3,2012,14646,2,Lost,"DAIGLE, LESLIE",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 074,Challenger,Energy & Natural Resources
1822,25923,13008854,2,1,663,2,3,2012,2150,2,Lost,"DAIGLE, LESLIE",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 074,Challenger,Construction
1823,25923,13008854,2,1,663,8,3,2012,1150,2,Lost,"DAIGLE, LESLIE",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 074,Challenger,Health
1824,25924,11023332,2,1,665,6,1,2012,26250,2,Lost,"DOUGLAS, FARRAH",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 076,Open,"Finance, Insurance & Real Estate"
1825,25924,11023332,2,1,665,5,1,2012,6500,2,Lost,"DOUGLAS, FARRAH",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Energy & Natural Resources
1826,25924,11023332,2,1,665,2,1,2012,3900,2,Lost,"DOUGLAS, FARRAH",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Construction
1827,25924,11023332,2,1,665,8,1,2012,3850,2,Lost,"DOUGLAS, FARRAH",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Health
1828,25925,13008881,2,1,666,6,1,2012,750,2,Lost,"STEINER, DUSTIN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 077,Open,"Finance, Insurance & Real Estate"
1829,25925,13008881,2,1,666,2,1,2012,350,2,Lost,"STEINER, DUSTIN",Lost-Top Two Primary,Republican,Standard,ASSEMBLY DISTRICT 077,Open,Construction
1830,25927,11022826,1,1,668,6,1,2012,44000,2,Lost,"RAMIREZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
1831,25927,11022826,1,1,668,5,1,2012,9400,2,Lost,"RAMIREZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Energy & Natural Resources
1832,25927,11022826,1,1,668,8,1,2012,6100,2,Lost,"RAMIREZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Health
1833,25927,11022826,1,1,668,2,1,2012,1000,2,Lost,"RAMIREZ, RUDY",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Construction
1834,25928,13008893,1,1,668,6,1,2012,3050,2,Lost,"VOORAKKARA, SID",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
1835,25928,13008893,1,1,668,5,1,2012,2000,2,Lost,"VOORAKKARA, SID",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Energy & Natural Resources
1836,25928,13008893,1,1,668,8,1,2012,1950,2,Lost,"VOORAKKARA, SID",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Health
1837,25928,13008893,1,1,668,4,1,2012,200,2,Lost,"VOORAKKARA, SID",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Defense
1838,25929,11022828,1,1,668,8,1,2012,1900,2,Lost,"WASHINGTON, PATRICIA ANN",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,Health
1839,25929,11022828,1,1,668,6,1,2012,200,2,Lost,"WASHINGTON, PATRICIA ANN",Lost-Top Two Primary,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
1840,25931,13011159,2,1,670,6,3,2012,100,2,Lost,"BAUGH, LES",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 001,Challenger,"Finance, Insurance & Real Estate"
1841,25932,13011167,2,1,674,6,1,2012,17850,2,Lost,"ORNELLAS, LEROY",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 005,Open,"Finance, Insurance & Real Estate"
1842,25932,13011167,2,1,674,8,1,2012,9125,2,Lost,"ORNELLAS, LEROY",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 005,Open,Health
1843,25932,13011167,2,1,674,5,1,2012,6850,2,Lost,"ORNELLAS, LEROY",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 005,Open,Energy & Natural Resources
1844,25932,13011167,2,1,674,2,1,2012,2900,2,Lost,"ORNELLAS, LEROY",Lost-Top Two Primary,Republican,Standard,SENATE DISTRICT 005,Open,Construction
1845,25935,11022832,1,1,688,6,1,2012,79950,2,Lost,"HODGE, JASON T",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 019,Open,"Finance, Insurance & Real Estate"
1846,25935,11022832,1,1,688,8,1,2012,42450,2,Lost,"HODGE, JASON T",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 019,Open,Health
1847,25935,11022832,1,1,688,5,1,2012,21200,2,Lost,"HODGE, JASON T",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 019,Open,Energy & Natural Resources
1848,25935,11022832,1,1,688,2,1,2012,6900,2,Lost,"HODGE, JASON T",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 019,Open,Construction
1849,25937,13008898,1,1,700,8,1,2012,3000,2,Lost,"CLUTE, STEVE",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 031,Open,Health
1850,25937,13008898,1,1,700,6,1,2012,750,2,Lost,"CLUTE, STEVE",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 031,Open,"Finance, Insurance & Real Estate"
1851,25937,13008898,1,1,700,2,1,2012,250,2,Lost,"CLUTE, STEVE",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 031,Open,Construction
1852,25938,11022837,1,1,704,8,3,2012,4200,2,Lost,"BUTTERFIELD, PAUL",Lost-Top Two Primary,Democratic,Standard,SENATE DISTRICT 035,Challenger,Health
1853,25941,11023101,3,1,599,6,3,2012,7550,2,Lost,"BOSWELL, JOE",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 010,Challenger,"Finance, Insurance & Real Estate"
1854,25941,11023101,3,1,599,2,3,2012,250,2,Lost,"BOSWELL, JOE",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 010,Challenger,Construction
1855,25942,11023102,3,1,600,6,1,2012,4400,2,Lost,"AUGUSTINE, LEN",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 011,Open,"Finance, Insurance & Real Estate"
1856,25942,11023102,3,1,600,5,1,2012,1500,2,Lost,"AUGUSTINE, LEN",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 011,Open,Energy & Natural Resources
1857,25942,11023102,3,1,600,2,1,2012,1000,2,Lost,"AUGUSTINE, LEN",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 011,Open,Construction
1858,25946,11023103,3,1,609,2,1,2012,9875,2,Lost,"GREEN, MARK",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 020,Open,Construction
1859,25946,11023103,3,1,609,6,1,2012,800,2,Lost,"GREEN, MARK",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 020,Open,"Finance, Insurance & Real Estate"
1860,25946,11023103,3,1,609,4,1,2012,200,2,Lost,"GREEN, MARK",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 020,Open,Defense
1861,25946,11023103,3,1,609,5,1,2012,100,2,Lost,"GREEN, MARK",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 020,Open,Energy & Natural Resources
1862,25946,11023103,3,1,609,8,1,2012,100,2,Lost,"GREEN, MARK",Lost-Top Two Primary,Third-Party,Standard,ASSEMBLY DISTRICT 020,Open,Health
1863,28871,6699816,2,3,593,8,1,2011,19025,2,Lost,"ALLARD, JOHN",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,Health
1864,28871,6699816,2,3,593,6,1,2011,17425,2,Lost,"ALLARD, JOHN",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
1865,28871,6699816,2,3,593,2,1,2011,8600,2,Lost,"ALLARD, JOHN",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,Construction
1866,28871,6699816,2,3,593,5,1,2011,6600,2,Lost,"ALLARD, JOHN",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,Energy & Natural Resources
1867,28872,6613259,2,3,593,6,1,2011,3000,2,Lost,"BLY-CHESTER, CHERYL",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
1868,28874,6699825,2,3,593,6,1,2011,25,2,Lost,"MATTHEWS, ROB",Lost-Primary,Republican,Special,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
1869,28881,649830,2,3,670,6,1,2011,147011,2,Lost,"NIELLO, ROGER",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,"Finance, Insurance & Real Estate"
1870,28881,649830,2,3,670,8,1,2011,82800,2,Lost,"NIELLO, ROGER",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,Health
1871,28881,649830,2,3,670,2,1,2011,57950,2,Lost,"NIELLO, ROGER",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,Construction
1872,28881,649830,2,3,670,5,1,2011,31500,2,Lost,"NIELLO, ROGER",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,Energy & Natural Resources
1873,28881,649830,2,3,670,4,1,2011,4900,2,Lost,"NIELLO, ROGER",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,Defense
1874,28882,13008429,2,3,670,6,1,2011,1700,2,Lost,"ALBY, BARBARA",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,"Finance, Insurance & Real Estate"
1875,28882,13008429,2,3,670,8,1,2011,1000,2,Lost,"ALBY, BARBARA",Lost-Primary,Republican,Special,SENATE DISTRICT 001,Open,Health
1876,28977,16700268,1,3,669,5,1,2013,2000,2,Lost,"CASTANEDA, STEVE",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 080,Open,Energy & Natural Resources
1877,28977,16700268,1,3,669,6,1,2013,1000,2,Lost,"CASTANEDA, STEVE",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 080,Open,"Finance, Insurance & Real Estate"
1878,28977,16700268,1,3,669,2,1,2013,600,2,Lost,"CASTANEDA, STEVE",Lost-Top Two Primary,Democratic,Special,ASSEMBLY DISTRICT 080,Open,Construction
1879,28979,16700644,1,3,685,5,1,2013,29900,2,Lost,"PEREZ, LETICIA",Lost-General,Democratic,Special,SENATE DISTRICT 016,Open,Energy & Natural Resources
1880,28979,16700644,1,3,685,6,1,2013,22400,2,Lost,"PEREZ, LETICIA",Lost-General,Democratic,Special,SENATE DISTRICT 016,Open,"Finance, Insurance & Real Estate"
1881,28979,16700644,1,3,685,8,1,2013,20400,2,Lost,"PEREZ, LETICIA",Lost-General,Democratic,Special,SENATE DISTRICT 016,Open,Health
1882,28980,330788,2,3,685,6,1,2013,59763,1,Won,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Republican,Special,SENATE DISTRICT 016,Open,"Finance, Insurance & Real Estate"
1883,28980,330788,2,3,685,5,1,2013,43350,1,Won,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Republican,Special,SENATE DISTRICT 016,Open,Energy & Natural Resources
1884,28980,330788,2,3,685,2,1,2013,37800,1,Won,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Republican,Special,SENATE DISTRICT 016,Open,Construction
1885,28980,330788,2,3,685,8,1,2013,31450,1,Won,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Republican,Special,SENATE DISTRICT 016,Open,Health
1886,30014,6576267,2,1,635,6,1,2002,600,2,Lost,"ALDANA JR, MANUEL (MANNY)",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 046,Open,"Finance, Insurance & Real Estate"
1887,30014,6576267,2,1,635,8,1,2002,123,2,Lost,"ALDANA JR, MANUEL (MANNY)",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 046,Open,Health
1888,30014,6576267,2,1,635,2,1,2002,100,2,Lost,"ALDANA JR, MANUEL (MANNY)",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 046,Open,Construction
