Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
103553,2550215,1,1,665,8,2,1998,71976,1,Won,"DAVIS, SUSAN A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 076,Incumbent,Health
223730,16562595,1,1,9175,5,2,2018,71925,1,Won,"BECERRA, XAVIER",Won-General,Democratic,Standard,ATTORNEY GENERAL,Incumbent,Energy & Natural Resources
82840,6600991,2,1,660,2,1,2002,71860,1,Won,"SPITZER, TODD",Won-General,Republican,Standard,ASSEMBLY DISTRICT 071,Open,Construction
202307,2550215,1,1,15048,6,2,2016,71850,1,Won,"DAVIS, SUSAN A",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 053,Incumbent,"Finance, Insurance & Real Estate"
202559,23421292,1,1,651,5,2,2016,71850,1,Won,"BURKE, AUTUMN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 062,Incumbent,Energy & Natural Resources
125783,6489792,1,1,639,6,1,2010,71788,1,Won,"LARA, RICARDO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 050,Open,"Finance, Insurance & Real Estate"
238372,1263904,1,1,689,8,2,2018,71770,1,Won,"LEYVA, CONNIE M",Won-General,Democratic,Standard,SENATE DISTRICT 020,Incumbent,Health
141025,17657772,2,1,15036,2,1,2012,71750,2,Lost,"TAVAGLIONE, JOHN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 041,Open,Construction
35088,6530219,3,1,9169,6,1,2003,71725,2,Lost,"HUFFINGTON, ARIANNA",Lost-General,Third-Party,Standard,GOVERNOR,Open,"Finance, Insurance & Real Estate"
202580,23421316,1,1,659,6,2,2016,71725,1,Won,"ODONNELL, PATRICK",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 070,Incumbent,"Finance, Insurance & Real Estate"
168196,258108,2,1,685,8,2,2014,71718,1,Won,"FULLER, JEAN",Won-General,Republican,Standard,SENATE DISTRICT 016,Incumbent,Health
125853,493316,2,1,705,8,1,2010,71700,1,Won,"ANDERSON, JOEL",Won-General,Republican,Standard,SENATE DISTRICT 036,Open,Health
111018,13008658,1,1,632,6,1,2006,71690,1,Won,"KREKORIAN, PAUL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Open,"Finance, Insurance & Real Estate"
111032,13008605,1,1,624,6,2,2006,71675,1,Won,"NAVA, PEDRO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 035,Incumbent,"Finance, Insurance & Real Estate"
160753,13008821,2,1,15042,6,3,2010,71675,2,Lost,"TRAN, VAN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 047,Challenger,"Finance, Insurance & Real Estate"
125787,6485687,1,1,643,8,2,2010,71600,1,Won,"LOWENTHAL, BONNIE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 054,Incumbent,Health
18308,13008710,1,1,694,6,1,2008,71535,2,Lost,"DYMALLY, MERVYN M",Lost-Primary,Democratic,Standard,SENATE DISTRICT 025,Open,"Finance, Insurance & Real Estate"
202294,17658760,2,1,15045,2,2,2016,71500,1,Won,"HUNTER, DUNCAN D",Won-General,Republican,Standard,US HOUSE DISTRICT CA 050,Incumbent,Construction
49683,6655048,2,1,701,8,1,1998,71487,2,Lost,"ULLOA, EUNICE M",Lost-General,Republican,Standard,SENATE DISTRICT 032,Open,Health
130828,299294,1,1,603,6,2,2012,71440,1,Won,"BONILLA, SUSAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 014,Incumbent,"Finance, Insurance & Real Estate"
103591,13008809,2,1,656,8,2,1998,71350,1,Won,"BAUGH, SCOTT R",Won-General,Republican,Standard,ASSEMBLY DISTRICT 067,Incumbent,Health
130830,81851,1,1,604,6,2,2012,71300,1,Won,"SKINNER, NANCY T",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 015,Incumbent,"Finance, Insurance & Real Estate"
167991,6553062,2,1,15003,6,2,2014,71300,1,Won,"COOK, PAUL",Won-General,Republican,Standard,US HOUSE DISTRICT CA 008,Incumbent,"Finance, Insurance & Real Estate"
135182,13008707,1,1,640,6,1,2012,71275,1,Won,"GOMEZ, JIMMY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Open,"Finance, Insurance & Real Estate"
160082,17658644,1,1,15025,5,2,2010,71250,1,Won,"WAXMAN, HENRY A",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,Energy & Natural Resources
202115,1560957,2,1,14996,6,2,2016,71200,1,Won,"LAMALFA, DOUG",Won-General,Republican,Standard,US HOUSE DISTRICT CA 001,Incumbent,"Finance, Insurance & Real Estate"
202187,2429326,2,1,15017,2,2,2016,71200,1,Won,"NUNES, DEVIN G",Won-General,Republican,Standard,US HOUSE DISTRICT CA 022,Incumbent,Construction
238501,386803,1,1,650,6,2,2018,71200,1,Won,"MEDINA, JOSE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,"Finance, Insurance & Real Estate"
125773,6485598,1,1,629,8,2,2010,71150,1,Won,"BLUMENFIELD, ROBERT H",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 040,Incumbent,Health
168371,767512,1,1,632,5,2,2014,71150,1,Won,"GATTO, MIKE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Incumbent,Energy & Natural Resources
238478,23421278,1,1,642,5,2,2018,71100,1,Won,"SANTIAGO, MIGUEL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 053,Incumbent,Energy & Natural Resources
125820,197551,2,1,9484,6,2,2010,71097,1,Won,"STEEL, MICHELLE E",Won-General,Republican,Standard,EQUALIZATION BOARD DISTRICT 003,Incumbent,"Finance, Insurance & Real Estate"
35225,6410343,1,1,9169,8,1,2003,71000,2,Lost,"MACALUSO JR, FRANK A",Lost-General,Democratic,Standard,GOVERNOR,Open,Health
238376,13008543,1,1,611,6,2,2018,71000,1,Won,"MULLIN, KEVIN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 022,Incumbent,"Finance, Insurance & Real Estate"
238667,6668573,2,1,697,8,2,2018,70950,1,Won,"STONE, JEFF",Won-General,Republican,Standard,SENATE DISTRICT 028,Incumbent,Health
49799,13008868,2,1,665,8,1,2004,70901,2,Lost,"HUNTER, TRICIA",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 076,Open,Health
66970,791867,2,1,9172,5,1,2010,70850,2,Lost,"VILLINES, MICHAEL N",Lost-General,Republican,Standard,INSURANCE COMMISSIONER,Open,Energy & Natural Resources
202348,711528,2,1,692,5,2,2016,70850,1,Won,"MORRELL, MICHAEL",Won-General,Republican,Standard,SENATE DISTRICT 023,Incumbent,Energy & Natural Resources
110972,1645113,2,1,653,8,2,2006,70825,1,Won,"BENOIT, JOHN J",Won-General,Republican,Standard,ASSEMBLY DISTRICT 064,Incumbent,Health
168164,784754,2,1,15047,2,3,2014,70820,2,Lost,"DEMAIO, CARL",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Challenger,Construction
103789,13010148,2,1,9483,6,1,2002,70800,1,Won,"LEONARD, BILL",Won-General,Republican,Standard,EQUALIZATION BOARD DISTRICT 002,Open,"Finance, Insurance & Real Estate"
86212,1418483,1,1,676,6,3,2000,70775,1,Won,"TORLAKSON, TOM",Won-General,Democratic,Standard,SENATE DISTRICT 007,Challenger,"Finance, Insurance & Real Estate"
160117,9528301,2,1,14997,2,2,2010,70650,1,Won,"HERGER, MR. WALLY",Won-General,Republican,Standard,US HOUSE DISTRICT CA 002,Incumbent,Construction
160345,17657762,1,1,15034,8,2,2010,70650,1,Won,"SANCHEZ, LINDA T",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 039,Incumbent,Health
140629,22511,1,1,15032,6,2,2012,70550,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 037,Incumbent,"Finance, Insurance & Real Estate"
141953,6654531,2,1,15002,2,2,2012,70549,2,Lost,"LUNGREN, DANIEL E",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 007,Incumbent,Construction
202143,6553062,2,1,15003,4,2,2016,70500,1,Won,"COOK, PAUL",Won-General,Republican,Standard,US HOUSE DISTRICT CA 008,Incumbent,Defense
202530,377819,1,1,637,6,1,2016,70450,1,Won,"RUBIO, BLANCA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 048,Open,"Finance, Insurance & Real Estate"
86184,1967393,2,1,684,8,2,2000,70400,1,Won,"MCPHERSON, BRUCE",Won-General,Republican,Standard,SENATE DISTRICT 015,Incumbent,Health
168439,13008835,2,1,660,6,2,2014,70400,1,Won,"JONES, BRIAN W",Won-General,Republican,Standard,ASSEMBLY DISTRICT 071,Incumbent,"Finance, Insurance & Real Estate"
160259,17658745,1,1,15004,8,2,2010,70375,1,Won,"LEE, BARBARA",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 009,Incumbent,Health
111039,13008858,2,1,664,2,2,2006,70250,1,Won,"PLESCIA, GEORGE A",Won-General,Republican,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
111043,15524591,1,1,644,6,1,2006,70250,1,Won,"RICHARDSON, LAURA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
141952,369166,1,1,15025,8,2,2012,70220,1,Won,"SHERMAN, BRAD",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 030,Incumbent,Health
86139,1370786,1,1,628,6,2,2000,70209,1,Won,"CARDENAS, ANTONIO M (TONY)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 039,Incumbent,"Finance, Insurance & Real Estate"
82919,6398903,1,1,644,8,2,2002,70200,1,Won,"OROPEZA, JENNY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 055,Incumbent,Health
202433,11022760,1,1,608,8,2,2016,70200,1,Won,"TING, PHIL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 019,Incumbent,Health
125757,81851,1,1,603,8,2,2010,70134,1,Won,"SKINNER, NANCY T",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 014,Incumbent,Health
125789,13008740,1,1,645,8,2,2010,70119,1,Won,"MENDOZA, TONY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 056,Incumbent,Health
66969,6601271,2,1,9170,8,3,2010,70100,2,Lost,"STRICKLAND, TONY",Lost-General,Republican,Standard,CONTROLLER,Challenger,Health
12368,13008847,2,1,662,6,1,2004,70030,2,Lost,"WILSON, THOMAS W (TOM)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 073,Open,"Finance, Insurance & Real Estate"
86140,2373302,1,1,615,5,2,2000,70000,1,Won,"CARDOZA, DENNIS A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 026,Incumbent,Energy & Natural Resources
141011,2378663,2,1,15037,6,2,2012,69957,1,Won,"CALVERT, KEN",Won-General,Republican,Standard,US HOUSE DISTRICT CA 042,Incumbent,"Finance, Insurance & Real Estate"
168331,322143,1,1,619,6,2,2014,69940,1,Won,"ALEJO, LUIS A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
160159,17657731,2,1,15020,2,2,2010,69900,1,Won,"MCKEON, HOWARD P (BUCK)",Won-General,Republican,Standard,US HOUSE DISTRICT CA 025,Incumbent,Construction
238513,11022817,1,1,658,5,2,2018,69900,1,Won,"DALY, TOM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 069,Incumbent,Energy & Natural Resources
249721,17657734,2,1,627,5,2,2018,69900,2,Lost,"ACOSTA, DANTE",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 038,Incumbent,Energy & Natural Resources
125752,13008457,1,1,598,6,1,2010,69880,1,Won,"DICKINSON, ROGER",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 009,Open,"Finance, Insurance & Real Estate"
72820,1269359,2,1,700,2,1,2012,69850,2,Lost,"MILLER, JEFF",Lost-General,Republican,Standard,SENATE DISTRICT 031,Open,Construction
168399,594598,2,1,644,6,1,2014,69850,1,Won,"CHANG, LING LING",Won-General,Republican,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
21997,24087,4,1,9176,6,1,2010,69844,2,Lost,"ROMERO, GLORIA",Lost-Primary,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,"Finance, Insurance & Real Estate"
82862,12997062,1,1,9172,5,1,2002,69790,1,Won,"GARAMENDI, JOHN",Won-General,Democratic,Standard,INSURANCE COMMISSIONER,Open,Energy & Natural Resources
130839,13008592,2,1,623,5,2,2012,69750,1,Won,"GROVE, SHANNON L",Won-General,Republican,Standard,ASSEMBLY DISTRICT 034,Incumbent,Energy & Natural Resources
49854,6601248,2,1,624,6,1,2004,69695,2,Lost,"POHL, BOB",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 035,Open,"Finance, Insurance & Real Estate"
86141,13008675,1,1,635,6,2,2000,69600,1,Won,"CEDILLO, GILBERT A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Incumbent,"Finance, Insurance & Real Estate"
110992,669601,2,1,659,6,2,2006,69550,1,Won,"DEVORE, CHUCK",Won-General,Republican,Standard,ASSEMBLY DISTRICT 070,Incumbent,"Finance, Insurance & Real Estate"
202363,594598,2,1,698,5,1,2016,69550,2,Lost,"CHANG, LING LING",Lost-General,Republican,Standard,SENATE DISTRICT 029,Open,Energy & Natural Resources
238338,11022751,1,1,600,8,2,2018,69550,1,Won,"FRAZIER, JIM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Incumbent,Health
125852,258108,2,1,687,6,1,2010,69425,1,Won,"FULLER, JEAN",Won-General,Republican,Standard,SENATE DISTRICT 018,Open,"Finance, Insurance & Real Estate"
161465,22511,1,1,15028,8,1,2010,69400,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 033,Open,Health
227323,43645647,1,1,15043,8,3,2018,69360,1,Won,"ROUDA, HARLEY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 048,Challenger,Health
103641,6601286,2,1,594,6,1,1998,69348,1,Won,"COX, DAVE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Open,"Finance, Insurance & Real Estate"
168273,11022751,1,1,600,5,2,2014,69300,1,Won,"FRAZIER, JIM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Incumbent,Energy & Natural Resources
111004,6601202,2,1,669,8,2,2006,69276,1,Won,"GARCIA, BONNIE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 080,Incumbent,Health
168348,13008592,2,1,623,5,2,2014,69250,1,Won,"GROVE, SHANNON L",Won-General,Republican,Standard,ASSEMBLY DISTRICT 034,Incumbent,Energy & Natural Resources
82859,786924,2,1,656,6,2,2002,69240,1,Won,"HARMAN, TOM",Won-General,Republican,Standard,ASSEMBLY DISTRICT 067,Incumbent,"Finance, Insurance & Real Estate"
140967,15742560,1,1,15010,6,3,2012,69225,1,Won,"SWALWELL, ERIC",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 015,Challenger,"Finance, Insurance & Real Estate"
238310,1396014,1,1,9484,2,1,2018,69221,2,Lost,"SVONKIN, SCOTT J",Lost-Top Two Primary,Democratic,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Construction
86185,1167477,1,1,602,8,2,2000,69150,1,Won,"MIGDEN, CAROLE V",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 013,Incumbent,Health
168304,13008543,1,1,611,5,2,2014,68981,1,Won,"MULLIN, KEVIN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
78861,6379451,1,1,600,6,2,2002,68850,1,Won,"CANCIAMILLA, JOSEPH",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Incumbent,"Finance, Insurance & Real Estate"
168195,330788,2,1,683,8,2,2014,68831,1,Won,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Republican,Standard,SENATE DISTRICT 014,Incumbent,Health
117144,6601271,2,1,688,5,1,2008,68800,1,Won,"STRICKLAND, TONY",Won-General,Republican,Standard,SENATE DISTRICT 019,Open,Energy & Natural Resources
168380,13008690,1,1,636,6,2,2014,68800,1,Won,"BROWN, CHERYL R",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 047,Incumbent,"Finance, Insurance & Real Estate"
86182,13008510,1,1,606,8,1,2000,68798,1,Won,"MATTHEWS, BARBARA S",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 017,Open,Health
238344,1262442,1,1,602,5,2,2018,68777,1,Won,"EGGMAN, SUSAN TALAMANTES",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 013,Incumbent,Energy & Natural Resources
140993,17657742,1,1,15024,6,1,2012,68750,1,Won,"CARDENAS, TONY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 029,Open,"Finance, Insurance & Real Estate"
202203,13008615,2,1,15020,4,2,2016,68750,1,Won,"KNIGHT, STEVE",Won-General,Republican,Standard,US HOUSE DISTRICT CA 025,Incumbent,Defense
4884,6413752,1,1,692,6,1,2000,68725,2,Lost,"KNOX, WALLACE B",Lost-Primary,Democratic,Standard,SENATE DISTRICT 023,Open,"Finance, Insurance & Real Estate"
76630,6699813,2,3,593,6,1,2011,68721,1,Won,"GAINES, BETH B",Won-General,Republican,Special,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
125811,6398747,1,1,703,2,2,2010,68716,1,Won,"CORREA, LOU",Won-General,Democratic,Standard,SENATE DISTRICT 034,Incumbent,Construction
141015,17657762,1,1,15033,6,2,2012,68690,1,Won,"SANCHEZ, LINDA T",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 038,Incumbent,"Finance, Insurance & Real Estate"
12247,6655123,2,1,622,8,1,1998,68645,2,Lost,"BRAVO, RENE (RICK)",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 033,Open,Health
125784,357173,1,1,640,5,2,2010,68626,1,Won,"BRADFORD, STEVE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Incumbent,Energy & Natural Resources
130824,357173,1,1,651,6,2,2012,68600,1,Won,"BRADFORD, STEVE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 062,Incumbent,"Finance, Insurance & Real Estate"
103635,12997061,1,1,677,6,1,1998,68586,1,Won,"SPEIER, JACKIE",Won-General,Democratic,Standard,SENATE DISTRICT 008,Open,"Finance, Insurance & Real Estate"
135197,21639,1,1,674,6,1,2012,68569,1,Won,"GALGIANI, CATHLEEN",Won-General,Democratic,Standard,SENATE DISTRICT 005,Open,"Finance, Insurance & Real Estate"
167928,6398629,1,1,9171,8,1,2014,68561,2,Lost,"YEE, LELAND Y",Lost-Top Two Primary,Democratic,Standard,SECRETARY OF STATE,Open,Health
109427,13008511,2,1,615,8,2,2004,68549,1,Won,"AGHAZARIAN, GREGORY G",Won-General,Republican,Standard,ASSEMBLY DISTRICT 026,Incumbent,Health
65376,28456,2,1,9173,5,1,2010,68500,2,Lost,"MALDONADO, ABEL",Lost-General,Republican,Standard,LIEUTENANT GOVERNOR,Open,Energy & Natural Resources
103772,13008821,2,1,657,6,1,2004,68480,1,Won,"TRAN, VAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 068,Open,"Finance, Insurance & Real Estate"
111033,649830,2,1,594,2,2,2006,68475,1,Won,"NIELLO, ROGER",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Incumbent,Construction
125784,357173,1,1,640,6,2,2010,68471,1,Won,"BRADFORD, STEVE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Incumbent,"Finance, Insurance & Real Estate"
117130,6485659,1,1,608,8,1,2008,68410,1,Won,"HILL, JERRY A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 019,Open,Health
110965,1414363,2,1,648,6,1,2006,68405,1,Won,"ADAMS, ANTHONY",Won-General,Republican,Standard,ASSEMBLY DISTRICT 059,Open,"Finance, Insurance & Real Estate"
168404,11022802,1,1,646,5,2,2014,68400,1,Won,"CALDERON, IAN C",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 057,Incumbent,Energy & Natural Resources
103706,6379451,1,1,600,5,2,2004,68336,1,Won,"CANCIAMILLA, JOSEPH",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Incumbent,Energy & Natural Resources
238302,23421088,1,1,671,8,2,2018,68330,1,Won,"MCGUIRE, MIKE",Won-General,Democratic,Standard,SENATE DISTRICT 002,Incumbent,Health
168233,11022372,2,1,705,6,1,2014,68266,1,Won,"BATES, PATRICIA C (PAT)",Won-General,Republican,Standard,SENATE DISTRICT 036,Open,"Finance, Insurance & Real Estate"
49799,13008868,2,1,665,6,1,2004,68250,2,Lost,"HUNTER, TRICIA",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 076,Open,"Finance, Insurance & Real Estate"
130846,2272886,2,1,662,5,2,2012,68250,1,Won,"HARKEY, DIANE L",Won-General,Republican,Standard,ASSEMBLY DISTRICT 073,Incumbent,Energy & Natural Resources
130823,22070,1,1,653,5,2,2012,68200,1,Won,"HALL III, ISADORE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 064,Incumbent,Energy & Natural Resources
141945,17658638,1,1,15001,6,2,2012,68200,1,Won,"MATSUI, DORIS",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 006,Incumbent,"Finance, Insurance & Real Estate"
160291,61054,2,1,15044,5,2,2010,68170,1,Won,"ISSA, DARRELL E",Won-General,Republican,Standard,US HOUSE DISTRICT CA 049,Incumbent,Energy & Natural Resources
168455,13008872,2,1,665,6,2,2014,68100,1,Won,"CHAVEZ, ROCKY G",Won-General,Republican,Standard,ASSEMBLY DISTRICT 076,Incumbent,"Finance, Insurance & Real Estate"
135165,11022751,1,1,600,6,1,2012,68057,1,Won,"FRAZIER, JIM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Open,"Finance, Insurance & Real Estate"
18325,6673774,2,1,604,8,1,2008,67998,2,Lost,"KAMENA, SCOTT",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 015,Open,Health
238344,1262442,1,1,602,8,2,2018,67966,1,Won,"EGGMAN, SUSAN TALAMANTES",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 013,Incumbent,Health
117122,24686,1,1,676,6,1,2008,67961,1,Won,"DESAULNIER, MARK",Won-General,Democratic,Standard,SENATE DISTRICT 007,Open,"Finance, Insurance & Real Estate"
161632,19704830,2,1,15032,6,3,2010,67960,2,Lost,"PARKER, STAR",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 037,Challenger,"Finance, Insurance & Real Estate"
168432,13008823,2,1,657,8,2,2014,67928,1,Won,"WAGNER, DONALD P (DON)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 068,Incumbent,Health
119152,774880,1,1,635,6,1,2008,67900,1,Won,"PEREZ, JOHN A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Open,"Finance, Insurance & Real Estate"
238658,1516357,2,1,612,5,2,2018,67900,1,Won,"PATTERSON, JIM",Won-General,Republican,Standard,ASSEMBLY DISTRICT 023,Incumbent,Energy & Natural Resources
49640,6654757,2,1,619,6,2,1998,67850,2,Lost,"PRENTER JR, ROBERT M",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
238407,146917,1,1,701,6,1,2018,67750,1,Won,"ARCHULETA, BOB J",Won-General,Democratic,Standard,SENATE DISTRICT 032,Open,"Finance, Insurance & Real Estate"
82849,13008510,1,1,606,8,2,2002,67708,1,Won,"MATTHEWS, BARBARA S",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 017,Incumbent,Health
238299,44493557,1,1,9483,2,1,2018,67700,2,Lost,"GALGIANI, CATHLEEN",Lost-Top Two Primary,Democratic,Standard,EQUALIZATION BOARD DISTRICT 002,Open,Construction
103743,1271595,2,1,698,8,2,2004,67690,1,Won,"MARGETT, BOB",Won-General,Republican,Standard,SENATE DISTRICT 029,Incumbent,Health
168437,23421316,1,1,659,6,1,2014,67673,1,Won,"ODONNELL, PATRICK",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 070,Open,"Finance, Insurance & Real Estate"
49597,6654575,2,1,703,6,2,1998,67656,2,Lost,"HURTT, ROB",Lost-General,Republican,Standard,SENATE DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
86137,6617071,2,1,660,8,2,2000,67639,1,Won,"CAMPBELL, WILLIAM J (BILL)",Won-General,Republican,Standard,ASSEMBLY DISTRICT 071,Incumbent,Health
82908,2020170,1,1,689,6,2,2002,67610,1,Won,"ALARCON, RICHARD",Won-General,Democratic,Standard,SENATE DISTRICT 020,Incumbent,"Finance, Insurance & Real Estate"
160342,2373302,1,1,15013,8,2,2010,67602,1,Won,"CARDOZA, DENNIS A",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 018,Incumbent,Health
116967,1894988,2,1,700,5,2,2008,67600,1,Won,"DUTTON, BOB",Won-General,Republican,Standard,SENATE DISTRICT 031,Incumbent,Energy & Natural Resources
238640,38586307,2,1,601,6,2,2018,67600,1,Won,"FLORA, HEATH",Won-General,Republican,Standard,ASSEMBLY DISTRICT 012,Incumbent,"Finance, Insurance & Real Estate"
18341,13008486,2,1,599,6,1,2008,67583,2,Lost,"SANDER, DAVID",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 010,Open,"Finance, Insurance & Real Estate"
125764,415439,1,1,610,8,1,2010,67575,1,Won,"GORDON, RICHARD S (RICH)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 021,Open,Health
140933,1256839,1,1,15021,6,1,2012,67565,1,Won,"BROWNLEY, JULIA",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 026,Open,"Finance, Insurance & Real Estate"
168015,17658745,1,1,15008,6,2,2014,67549,1,Won,"LEE, BARBARA",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 013,Incumbent,"Finance, Insurance & Real Estate"
103744,13008510,1,1,606,8,2,2004,67520,1,Won,"MATTHEWS, BARBARA S",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 017,Incumbent,Health
135201,6485702,1,1,686,6,1,2012,67488,1,Won,"MONNING, BILL",Won-General,Democratic,Standard,SENATE DISTRICT 017,Open,"Finance, Insurance & Real Estate"
109428,1257070,1,1,647,5,2,2004,67400,1,Won,"CALDERON, RONALD S (RON)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 058,Incumbent,Energy & Natural Resources
141947,17658640,1,1,15006,6,2,2012,67397,1,Won,"MILLER, GEORGE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 011,Incumbent,"Finance, Insurance & Real Estate"
160085,17658640,1,1,15002,8,2,2010,67375,1,Won,"MILLER, GEORGE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 007,Incumbent,Health
238618,23421142,2,1,592,8,2,2018,67375,1,Won,"GALLAGHER, JAMES",Won-General,Republican,Standard,ASSEMBLY DISTRICT 003,Incumbent,Health
238701,23421283,2,1,644,5,2,2018,67321,1,Won,"CHEN, PHILLIP",Won-General,Republican,Standard,ASSEMBLY DISTRICT 055,Incumbent,Energy & Natural Resources
103745,2583206,2,1,623,6,2,2004,67300,1,Won,"MAZE, BILL",Won-General,Republican,Standard,ASSEMBLY DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
130842,1801952,1,1,626,6,2,2012,67300,1,Won,"WILLIAMS, DAS",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 037,Incumbent,"Finance, Insurance & Real Estate"
